id_student,total_clicks,avg_clicks_per_day,active_days,first_activity,last_activity,activity_span
606089,10,1.4285714285714286,5,-25,38,63
606097,618,2.332075471698113,59,-1,263,264
606101,617,3.317204301075269,34,8,241,233
606104,6891,4.953989935298346,161,-12,231,243
606105,170,2.3943661971830985,12,-8,151,159
606127,1184,3.844155844155844,63,-18,150,168
606134,1335,3.9732142857142856,56,-9,241,250
606143,406,3.147286821705426,34,-4,116,120
606167,2595,3.986175115207373,108,-17,264,281
606170,767,3.60093896713615,44,2,238,236
606175,248,2.8181818181818183,13,0,222,222
606179,551,2.550925925925926,53,-8,229,237
606182,2571,4.534391534391534,106,-18,227,245
606190,1,1.0,1,-11,-11,0
606194,2661,3.747887323943662,154,-9,267,276
606206,2285,2.739808153477218,139,-8,262,270
606229,338,2.747967479674797,28,-3,255,258
606233,163,3.0754716981132075,7,60,229,169
606239,800,2.6666666666666665,63,-9,241,250
606245,535,3.039772727272727,42,-16,227,243
606257,5203,3.8398523985239854,199,-18,269,287
606274,30,2.5,2,3,4,1
606282,829,4.024271844660194,50,11,228,217
606296,654,4.541666666666667,19,-6,217,223
606304,2316,2.992248062015504,141,-12,265,277
606313,12557,7.496716417910448,239,-9,234,243
606319,612,2.1779359430604983,52,3,234,231
606322,1399,2.1825273010920436,86,-18,256,274
606333,26,2.1666666666666665,4,-10,14,24
606335,1,1.0,1,-3,-3,0
606344,1222,3.2157894736842105,56,-17,241,258
606345,1801,5.1902017291066285,43,-18,243,261
606350,175,3.977272727272727,7,-16,157,173
606355,1035,2.1607515657620042,85,-8,157,165
606373,2068,5.329896907216495,78,-10,268,278
606377,88,3.0344827586206895,8,22,213,191
606386,2286,3.7847682119205297,90,-6,248,254
606388,70,2.3333333333333335,11,-9,60,69
606389,3001,5.02680067001675,121,-6,241,247
606391,1939,3.3316151202749142,89,-4,258,262
606407,613,2.7123893805309733,26,-17,80,97
606409,429,3.432,44,-3,242,245
606410,283,1.979020979020979,43,-10,264,274
606412,166,1.6767676767676767,29,-3,240,243
606414,622,2.1448275862068966,73,6,236,230
606418,68,2.5185185185185186,7,-15,22,37
606420,1075,2.667493796526055,97,-7,267,274
606422,576,2.198473282442748,35,2,262,260
606425,1341,3.0408163265306123,45,-16,50,66
606428,2241,3.5515055467511885,67,-15,86,101
606435,248,3.024390243902439,16,-9,239,248
606436,488,2.4158415841584158,33,-16,136,152
606442,753,4.048387096774194,26,2,221,219
606444,6478,3.3495346432264737,198,-10,262,272
606450,642,1.7351351351351352,108,-10,263,273
606458,232,2.32,18,12,245,233
606459,469,2.7916666666666665,26,-17,66,83
606463,614,2.7288888888888887,56,-9,212,221
606465,218,2.2244897959183674,28,-5,242,247
606471,381,3.5277777777777777,22,2,228,226
606477,40,1.8181818181818181,3,12,18,6
606492,130,2.2413793103448274,12,-18,54,72
606496,713,4.145348837209302,20,-17,25,42
606501,9,1.125,3,3,11,8
606513,219,2.3548387096774195,16,-6,123,129
606517,231,2.3333333333333335,22,-5,255,260
606529,132,2.23728813559322,20,-5,100,105
606531,7,1.0,2,14,64,50
606535,4542,3.3569844789356984,209,-4,256,260
606546,382,2.3580246913580245,39,11,268,257
606562,2051,3.5794066317626525,110,-10,248,258
606570,701,4.673333333333333,27,51,227,176
606572,1404,3.2803738317757007,94,-9,242,251
606574,66,2.64,6,-14,57,71
606586,30,1.7647058823529411,9,-9,220,229
606593,692,2.1162079510703364,70,-18,103,121
606602,47,2.0434782608695654,3,2,117,115
606606,67,6.7,1,3,3,0
606612,29,2.0714285714285716,1,-5,-5,0
606627,215,4.134615384615385,10,-9,1,10
606634,325,1.9938650306748467,38,6,228,222
606651,156,2.2941176470588234,11,-9,130,139
606665,2542,2.081900081900082,138,-18,238,256
606685,912,2.814814814814815,95,-5,241,246
606690,1125,2.4671052631578947,80,-9,223,232
606697,799,1.8538283062645011,87,-1,241,242
606707,663,4.118012422360248,39,-5,220,225
606711,2271,2.8966836734693877,103,-18,266,284
606712,1750,4.5811518324607325,64,-17,259,276
606713,989,3.4701754385964914,49,-2,239,241
606724,2959,3.212812160694897,148,-11,250,261
606736,118,2.4583333333333335,9,-10,22,32
606743,467,2.5944444444444446,44,-11,246,257
606757,1279,2.3128390596745025,101,-24,257,281
606762,125,2.192982456140351,19,-2,60,62
606788,1403,2.315181518151815,115,-14,250,264
606797,20,2.0,3,-8,9,17
606802,382,2.8088235294117645,23,-15,51,66
606805,1308,4.954545454545454,42,-11,143,154
606815,643,2.6352459016393444,53,-16,223,239
606817,113,2.5681818181818183,5,-3,12,15
606827,36,1.5,5,-9,35,44
606828,76,2.111111111111111,8,-18,175,193
606835,6703,4.822302158273382,149,-17,243,260
606837,332,1.7945945945945947,29,-6,175,181
606856,186,2.735294117647059,14,-11,157,168
606858,758,2.838951310861423,53,-1,224,225
606861,858,2.888888888888889,50,-5,241,246
606864,981,3.83203125,50,-15,237,252
606869,590,3.1550802139037435,38,-12,228,240
606870,2231,3.5133858267716533,123,-18,240,258
606884,1461,2.518965517241379,124,-18,237,255
606895,146,2.3934426229508197,25,-15,143,158
606903,2553,3.7161572052401746,89,-6,260,266
606904,1050,3.5353535353535355,50,-12,263,275
606905,23,2.3,4,8,47,39
606908,1299,2.042452830188679,132,-8,261,269
606911,565,3.923611111111111,15,-9,10,19
606914,37,1.5416666666666667,8,0,152,152
606918,1674,4.65,58,-11,259,270
606930,1968,3.4285714285714284,73,-6,134,140
606935,70,2.5925925925925926,6,-18,8,26
606939,3089,4.185636856368563,100,-18,236,254
606966,1212,3.729230769230769,49,5,236,231
606967,389,3.635514018691589,20,-10,50,60
606972,3,1.5,1,-10,-10,0
606976,1119,3.091160220994475,59,-18,227,245
606977,2876,4.260740740740741,79,-18,234,252
606990,1190,3.3055555555555554,50,-12,236,248
606998,177,1.7019230769230769,26,-18,97,115
607011,333,2.8461538461538463,16,0,47,47
607018,280,2.5688073394495414,28,1,229,228
607047,2884,3.388954171562867,103,-1,257,258
607052,4793,3.8191235059760955,133,-18,240,258
607060,409,4.1313131313131315,17,-11,36,47
607061,1159,2.0549645390070923,115,-18,250,268
607062,556,2.3070539419087135,66,-7,245,252
607063,30,1.6666666666666667,3,-15,-1,14
607068,18,1.3846153846153846,2,-15,-11,4
607073,1345,2.2567114093959733,83,-18,261,279
607080,6,2.0,1,-10,-10,0
607085,1126,3.162921348314607,81,-8,265,273
607094,498,2.4411764705882355,46,-16,179,195
607097,1089,3.041899441340782,61,-10,260,270
607108,224,2.24,28,-5,194,199
607110,140,2.5,19,-17,144,161
607118,1993,3.938735177865613,80,-14,248,262
607130,3020,2.293090356871678,212,-18,239,257
607134,685,2.9912663755458517,37,-17,156,173
607135,431,3.814159292035398,19,-8,150,158
607143,4118,4.262939958592132,154,-18,260,278
607151,952,1.9310344827586208,58,-13,246,259
607163,303,3.5232558139534884,17,-13,228,241
607176,324,2.9454545454545453,20,-2,200,202
607178,1891,3.766932270916335,92,-11,245,256
607196,349,2.0773809523809526,26,-1,233,234
607200,118,2.0701754385964914,9,2,47,45
607220,439,2.0045662100456623,89,-9,229,238
607231,86,2.388888888888889,7,-6,25,31
607235,882,3.230769230769231,49,1,239,238
607243,8057,4.400327689787002,238,-18,268,286
607247,6207,4.08893280632411,179,-18,268,286
607256,1301,4.237785016286645,52,3,233,230
607286,134,2.9130434782608696,9,-3,47,50
607293,671,4.042168674698795,35,-13,228,241
607300,196,2.0851063829787235,17,11,239,228
607303,4129,4.597995545657016,148,-2,269,271
607309,277,2.3675213675213675,29,-5,61,66
607316,799,2.2132963988919667,76,-13,233,246
607337,316,3.590909090909091,15,-2,153,155
607342,1754,3.132142857142857,126,-16,265,281
607382,2,1.0,2,-10,-5,5
607387,464,3.625,30,2,228,226
607398,1602,2.8505338078291813,101,-10,264,274
607407,1256,3.6091954022988504,59,-11,97,108
607411,293,3.5301204819277108,13,8,34,26
607413,521,2.685567010309278,46,-18,94,112
607427,463,2.823170731707317,24,-18,68,86
607429,808,3.8660287081339715,43,-5,260,265
607442,103,6.0588235294117645,2,7,19,12
607443,367,3.563106796116505,19,-15,249,264
607453,4061,3.767161410018553,173,2,241,239
607462,561,3.0,44,-6,222,228
607473,1418,3.9831460674157304,46,-3,67,70
607483,1778,3.0238095238095237,104,-15,243,258
607485,246,1.9838709677419355,50,0,227,227
607487,9,1.0,1,-5,-5,0
607493,518,2.4093023255813955,60,-10,257,267
607498,2360,2.5458468176914777,195,-18,261,279
607501,5444,5.087850467289719,119,-17,250,267
607507,959,4.700980392156863,49,-9,229,238
607510,111,2.3125,18,-11,96,107
607514,246,2.9285714285714284,17,-12,83,95
607515,135,2.3684210526315788,10,-18,10,28
607517,130,2.5,4,2,21,19
607525,990,2.475,127,-25,261,286
607529,329,1.9352941176470588,61,-5,218,223
607530,433,3.9724770642201834,28,4,222,218
607533,339,3.568421052631579,24,-10,182,192
607536,720,3.5294117647058822,40,2,221,219
607538,4236,3.4579591836734695,144,-17,264,281
607547,446,2.5930232558139537,39,0,220,220
607548,837,3.6077586206896552,61,8,230,222
607555,1767,2.8047619047619046,124,-12,269,281
607570,199,4.145833333333333,11,-18,37,55
607572,735,2.7222222222222223,68,-18,213,231
607577,380,4.175824175824176,9,5,19,14
607586,857,4.683060109289618,23,-8,47,55
607600,2810,4.0489913544668585,130,-3,261,264
607603,653,4.212903225806452,39,0,228,228
607607,8,2.0,1,2,2,0
607609,245,3.9516129032258065,14,-3,51,54
607622,242,2.6021505376344085,21,-2,195,197
607636,3176,3.497797356828194,142,-13,263,276
607638,1447,2.3189102564102564,95,-24,243,267
607642,169,1.988235294117647,14,1,242,241
607650,2031,3.974559686888454,76,-16,263,279
607668,1395,3.452970297029703,94,-16,243,259
607670,402,1.8356164383561644,46,-17,194,211
607678,143,2.1343283582089554,12,-2,219,221
607679,5007,4.2868150684931505,185,-18,263,281
607696,264,2.7216494845360826,31,-9,173,182
607699,265,2.324561403508772,19,-4,171,175
607700,2112,3.3846153846153846,107,-18,269,287
607702,439,3.2761194029850746,23,-16,112,128
607705,67,2.392857142857143,5,-17,-6,11
607725,263,2.0546875,21,-4,248,252
607733,401,3.0846153846153848,20,-18,38,56
607735,2395,3.5853293413173652,117,-6,265,271
607754,1039,3.876865671641791,45,-10,240,250
607762,211,1.990566037735849,13,-8,221,229
607767,672,1.7275064267352185,61,-13,240,253
607778,528,2.3891402714932126,34,2,242,240
607794,3803,3.601325757575758,158,-16,268,284
607797,525,3.4313725490196076,45,-15,242,257
607798,626,3.0388349514563107,51,-16,231,247
607800,776,2.052910052910053,61,-8,249,257
607804,352,2.7936507936507935,31,-10,246,256
607808,52,1.7333333333333334,10,10,67,57
607812,3710,3.5033050047214354,165,-18,255,273
607814,530,3.732394366197183,33,-11,171,182
607827,323,2.9363636363636365,29,-15,98,113
607835,2878,3.0073145245559036,135,-11,268,279
607848,371,2.6884057971014492,35,-10,103,113
607849,256,3.8208955223880596,15,-2,215,217
607854,858,2.4237288135593222,59,-18,237,255
607866,1446,3.561576354679803,78,-18,266,284
607887,302,2.359375,26,-9,241,250
607889,631,2.524,63,-8,240,248
607892,1122,2.0511882998171846,99,-10,245,255
607896,2118,3.309375,99,-18,214,232
607899,3101,5.025931928687196,63,-16,236,252
607900,16949,5.868767313019391,280,-18,261,279
607909,253,2.1810344827586206,25,2,247,245
607912,797,3.831730769230769,43,-15,230,245
607914,2955,2.931547619047619,158,-10,268,278
607923,1053,3.65625,61,-9,244,253
607927,1307,2.7808510638297874,96,-18,256,274
607928,146,1.8024691358024691,12,-17,3,20
607937,3102,2.9486692015209126,174,-5,266,271
607938,2653,4.158307210031348,81,0,262,262
607939,397,2.7762237762237763,28,-15,51,66
607947,2604,4.126782884310618,118,-18,228,246
607953,280,2.47787610619469,20,-9,199,208
607957,403,2.76027397260274,34,16,200,184
607966,480,2.341463414634146,37,-17,165,182
607975,493,2.2511415525114153,28,-14,239,253
607979,4781,3.7824367088607596,123,-18,265,283
608000,1376,3.3560975609756096,80,-10,250,260
608008,3360,4.163568773234201,106,-18,264,282
608024,1232,3.7220543806646527,80,-11,223,234
608041,916,2.750750750750751,59,-10,265,275
608043,4545,3.6921202274573517,168,-16,248,264
608047,455,2.676470588235294,34,1,240,239
608062,272,2.8333333333333335,23,-10,228,238
608068,219,3.0,18,-7,179,186
608104,764,2.9160305343511452,51,-5,233,238
608109,532,3.3459119496855347,43,-8,214,222
608110,199,2.4875,15,1,162,161
608111,1933,4.423340961098398,82,-18,166,184
608115,598,3.0202020202020203,48,-10,228,238
608130,3577,2.6874530428249437,194,-18,268,286
608134,835,3.34,52,-3,247,250
608144,2001,2.9513274336283186,126,-17,268,285
608152,1656,3.1663479923518163,67,-18,228,246
608164,1200,2.4193548387096775,88,-8,232,240
608169,1687,3.8081264108352144,60,-17,152,169
608170,34,1.5454545454545454,4,1,25,24
608173,223,3.140845070422535,11,-18,2,20
608178,613,3.6706586826347305,37,-2,235,237
608195,1238,3.2072538860103625,65,19,237,218
608196,818,3.895238095238095,49,-3,142,145
608198,288,3.0638297872340425,16,-10,41,51
608206,514,1.9543726235741445,38,-16,94,110
608211,19,1.4615384615384615,6,-12,202,214
608217,1052,2.4073226544622424,89,-18,242,260
608221,164,2.6031746031746033,13,10,228,218
608231,2164,4.416326530612245,68,-17,236,253
608238,1916,2.8301329394387,148,-18,249,267
608243,1697,3.7879464285714284,58,-10,265,275
608248,582,3.548780487804878,29,-9,107,116
608263,1084,3.1420289855072463,72,-6,223,229
608264,812,3.0757575757575757,47,10,260,250
608267,425,1.905829596412556,52,-11,237,248
608280,653,2.5912698412698414,39,-16,139,155
608284,593,2.567099567099567,53,-18,109,127
608292,1036,3.8801498127340825,80,-3,240,243
608306,84,3.0,6,56,129,73
608318,114,2.235294117647059,24,-10,150,160
608322,1765,2.837620578778135,97,-18,240,258
608348,1,1.0,1,34,34,0
608349,5468,3.7477724468814255,211,-16,255,271
608356,2745,4.282371294851794,100,-5,266,271
608407,1453,2.7209737827715355,104,-9,233,242
608417,678,1.9538904899135447,68,-17,241,258
608419,1030,2.5245098039215685,102,-10,261,271
608421,7520,4.168514412416852,181,-11,268,279
608422,3199,4.55049786628734,101,-17,241,258
608423,312,2.6,31,-5,176,181
608440,187,3.74,6,-24,-15,9
608448,2214,2.9363395225464193,166,-9,255,264
608449,943,2.0411255411255413,116,0,240,240
608453,82,2.484848484848485,7,-11,50,61
608459,790,3.3617021276595747,52,-11,137,148
608464,1150,3.116531165311653,74,-10,240,250
608472,1328,3.730337078651685,63,-18,268,286
608477,2641,3.6885474860335195,112,-17,268,285
608487,771,2.876865671641791,59,-16,229,245
608488,3005,4.256373937677054,99,-18,234,252
608497,110,2.3404255319148937,8,5,54,49
608504,3442,4.760719225449516,106,-16,249,265
608535,22,2.0,3,-17,-15,2
608536,547,2.8341968911917097,41,-4,228,232
608564,104,3.7142857142857144,6,-8,131,139
608571,217,3.7413793103448274,10,-10,65,75
608577,337,2.717741935483871,52,-6,197,203
608578,838,2.93006993006993,69,-9,249,258
608591,843,5.403846153846154,22,-11,19,30
608596,322,2.3503649635036497,28,0,222,222
608623,546,2.84375,36,-9,241,250
608628,1,1.0,1,37,37,0
608630,241,2.0598290598290596,20,-17,56,73
608638,335,2.6171875,32,-12,103,115
608643,1182,1.8761904761904762,166,-14,258,272
608647,369,2.3503184713375798,38,9,258,249
608649,2,2.0,1,4,4,0
608669,309,3.09,17,-11,53,64
608672,512,3.0843373493975905,29,-14,256,270
608681,1983,2.9421364985163203,105,0,269,269
608693,325,2.9545454545454546,20,-10,220,230
608698,1409,3.076419213973799,92,-16,265,281
608714,6,3.0,1,51,51,0
608719,154,2.5245901639344264,11,3,40,37
608724,1067,3.03125,63,-16,239,255
608727,507,3.229299363057325,24,1,80,79
608733,1688,2.5081723625557206,157,-7,251,258
608735,633,2.825892857142857,45,3,186,183
608737,1552,4.031168831168831,50,-12,232,244
608738,715,2.4155405405405403,71,-10,248,258
608744,2789,4.317337461300309,97,-11,267,278
608745,1946,2.9984591679506933,148,-13,257,270
608746,1285,1.9207772795216742,110,-25,260,285
608747,2996,3.845956354300385,96,-14,249,263
608750,23,1.3529411764705883,6,-16,-2,14
608753,2362,3.364672364672365,113,-10,264,274
608766,422,1.9269406392694064,58,-10,263,273
608772,705,2.7865612648221343,56,-15,166,181
608775,2555,2.5704225352112675,176,-25,261,286
608815,3220,2.937956204379562,180,-18,260,278
608821,96,6.0,2,-14,-5,9
608827,1849,3.3864468864468864,85,-18,261,279
608842,1673,2.874570446735395,131,-25,240,265
608851,1413,3.6138107416879794,77,-8,241,249
608853,2049,3.415,107,-17,260,277
608864,601,3.2486486486486488,28,-13,129,142
608866,1670,2.992831541218638,86,-18,142,160
608884,643,3.5136612021857925,39,-10,235,245
608891,2519,2.6627906976744184,114,-15,234,249
608904,1938,2.945288753799392,102,-18,240,258
608907,469,4.383177570093458,19,17,222,205
608909,1904,3.6129032258064515,72,-16,240,256
608913,3134,4.1786666666666665,116,0,248,248
608923,751,2.1580459770114944,81,-17,249,266
608939,273,3.067415730337079,16,-10,42,52
608942,188,1.5537190082644627,23,12,118,106
608943,203,2.506172839506173,33,-17,128,145
608961,53,2.789473684210526,1,-5,-5,0
608966,3356,4.674094707520891,153,-17,250,267
608967,92,4.380952380952381,2,19,20,1
608978,7314,3.7604113110539847,256,-18,269,287
608983,2369,2.6234772978959024,157,-13,233,246
608997,14,2.3333333333333335,4,-17,40,57
609010,226,2.237623762376238,21,-10,208,218
609019,836,2.3549295774647887,74,-18,240,258
609025,1502,3.3377777777777777,96,-14,248,262
609031,2222,3.129577464788732,127,-14,246,260
609044,253,2.3211009174311927,23,-18,123,141
609045,561,2.407725321888412,47,-18,233,251
609046,925,2.1313364055299537,96,-10,258,268
609047,904,2.5828571428571427,66,-10,256,266
609089,223,2.8227848101265822,11,-18,28,46
609097,3522,4.168047337278106,112,-17,264,281
609142,5923,4.1858657243816255,169,-17,265,282
609163,114,2.111111111111111,8,-17,47,64
609171,1028,4.52863436123348,31,-18,85,103
609184,1001,3.033333333333333,45,-11,128,139
609190,2,1.0,1,6,6,0
609192,1133,2.7837837837837838,73,-7,234,241
609193,89,1.7450980392156863,16,-10,33,43
609194,1275,2.2606382978723403,96,-14,236,250
609203,1022,4.0236220472440944,54,-9,258,267
609220,11096,4.841186736474695,221,-16,261,277
609221,1590,3.9849624060150375,42,-14,233,247
609229,16169,5.095808383233533,282,-18,268,286
609230,396,2.9774436090225564,15,1,37,36
609235,801,3.0572519083969465,81,-12,267,279
609240,3651,3.8391167192429023,132,-18,240,258
609241,7,1.1666666666666667,1,-17,-17,0
609242,616,2.8651162790697673,27,-8,163,171
609244,570,2.375,36,-18,129,147
609245,1792,1.9779249448123621,149,-23,255,278
609257,428,3.057142857142857,30,9,263,254
609265,2081,2.230439442658092,156,-18,238,256
609277,6911,4.072480848556276,201,-16,251,267
609297,1153,3.603125,53,-8,241,249
609307,1319,3.868035190615836,62,-10,253,263
609326,565,3.2285714285714286,37,10,227,217
609330,1234,3.0171149144254277,92,-14,254,268
609347,704,2.4192439862542954,29,-2,125,127
609354,877,2.2487179487179487,68,-15,173,188
609365,5,1.0,1,23,23,0
609367,22,2.4444444444444446,1,-9,-9,0
609381,99,2.106382978723404,9,-18,14,32
609383,1551,4.203252032520325,79,-13,202,215
609396,1124,3.5910543130990416,45,-15,90,105
609399,429,3.9,20,24,261,237
609403,1891,3.7445544554455448,79,-15,249,264
609416,4151,4.146853146853147,127,-18,268,286
609422,357,2.0635838150289016,40,-10,151,161
609426,248,1.8507462686567164,25,-9,218,227
609427,315,3.0,21,0,141,141
609435,524,3.91044776119403,23,-18,39,57
609439,5609,4.3717848791894,169,-17,267,284
609450,489,3.943548387096774,23,2,229,227
609456,1711,3.602105263157895,94,-5,252,257
609460,390,3.5135135135135136,13,-6,39,45
609480,47,2.35,4,25,50,25
609488,157,1.891566265060241,13,-14,30,44
609489,274,3.6533333333333333,13,-10,67,77
609510,105,1.9444444444444444,19,-2,255,257
609513,106,1.8596491228070176,8,-18,40,58
609515,926,2.0950226244343892,81,-18,241,259
609527,2085,4.048543689320389,67,0,234,234
609535,90,1.875,10,-6,158,164
609537,8191,4.196209016393443,177,-17,267,284
609538,701,4.5519480519480515,33,-16,256,272
609556,1240,1.8102189781021898,129,-25,242,267
609557,638,4.6231884057971016,19,-8,229,237
609558,424,2.924137931034483,31,-12,163,175
609570,326,2.130718954248366,41,4,228,224
609573,1647,2.1585845347313235,141,-17,240,257
609583,885,4.538461538461538,29,-11,55,66
609593,523,1.7910958904109588,45,-6,233,239
609596,4222,4.786848072562358,175,-9,233,242
609602,1913,4.204395604395605,77,-18,231,249
609605,1231,3.3002680965147455,64,-16,235,251
609645,2979,3.5464285714285713,161,-13,228,241
609655,62,2.2962962962962963,5,-5,24,29
609679,625,2.7901785714285716,52,-9,240,249
609681,62,1.3777777777777778,9,-17,51,68
609682,1265,3.8333333333333335,74,-9,264,273
609704,669,2.9601769911504423,58,-7,261,268
609708,32,1.6842105263157894,5,-7,25,32
609743,3366,4.0359712230215825,126,6,255,249
609748,503,4.299145299145299,28,-11,123,134
609754,490,3.2666666666666666,32,-2,222,224
609761,1871,4.04978354978355,88,-12,256,268
609764,106,3.212121212121212,10,-5,45,50
609777,3336,4.793103448275862,91,-17,256,273
609797,172,2.324324324324324,15,9,179,170
609804,177,3.765957446808511,12,-4,166,170
609811,2203,3.2540620384047267,105,-10,268,278
609812,158,2.5483870967741935,14,23,241,218
609815,359,2.4093959731543624,33,-5,242,247
609817,366,2.010989010989011,38,2,242,240
609823,187,3.169491525423729,14,-3,60,63
609831,1032,4.144578313253012,39,-17,75,92
609837,238,3.606060606060606,22,8,156,148
609850,210,4.285714285714286,8,16,43,27
609852,8648,3.4399363564041368,242,-18,265,283
609860,293,3.2555555555555555,10,-10,4,14
609864,145,2.1323529411764706,17,4,241,237
609868,720,4.585987261146497,16,-17,97,114
609871,167,2.1973684210526314,20,-6,250,256
609873,77,2.2,13,0,61,61
609882,6082,4.009228740936058,160,-13,266,279
609887,150,2.2388059701492535,13,-10,41,51
609891,5282,4.899814471243043,131,-18,248,266
609900,746,5.109589041095891,29,-2,244,246
609908,3687,3.9730603448275863,137,-17,261,278
609912,1096,3.546925566343042,47,10,229,219
609927,814,3.1187739463601534,57,-9,239,248
609932,1788,2.684684684684685,108,-17,233,250
609946,141,2.7115384615384617,10,-18,171,189
609969,2231,2.603267211201867,130,-17,261,278
609979,25,1.9230769230769231,6,-15,200,215
609985,1357,3.697547683923706,34,-3,236,239
610012,301,2.2803030303030303,28,1,229,228
610016,45,3.4615384615384617,2,1,47,46
610019,4104,2.918918918918919,182,-12,240,252
610025,1914,4.330316742081448,89,-11,254,265
610032,2327,3.891304347826087,98,-8,258,266
610033,1066,2.747422680412371,88,-15,259,274
610057,787,3.4669603524229076,50,-4,249,253
610059,363,2.880952380952381,30,11,241,230
610094,3562,3.616243654822335,162,-18,241,259
610097,3654,3.838235294117647,147,-12,251,263
610099,4162,3.2288595810705973,179,-17,248,265
610106,73,1.7380952380952381,7,-14,25,39
610127,119,3.051282051282051,7,38,221,183
610143,113,2.5681818181818183,12,10,73,63
610158,966,4.0588235294117645,56,-3,247,250
610170,569,2.495614035087719,42,-12,68,80
610172,2514,4.211055276381909,97,-4,253,257
610188,1203,3.4371428571428573,87,-11,235,246
610197,974,2.2863849765258215,56,-11,239,250
610220,1904,1.8888888888888888,104,-15,246,261
610225,186,3.4444444444444446,9,-2,45,47
610228,526,2.0873015873015874,52,-11,60,71
610234,5827,3.5465611685940353,206,-18,262,280
610244,3321,4.301813471502591,85,-12,236,248
610257,2277,2.656942823803967,166,-12,259,271
610258,1626,3.0279329608938546,97,-5,261,266
610260,660,2.2916666666666665,60,-10,239,249
610261,7,1.4,2,-13,3,16
610266,1129,2.6502347417840375,77,-7,265,272
610267,13,1.625,1,23,23,0
610272,1939,4.099365750528541,84,1,232,231
610273,1469,3.5059665871121717,63,-15,240,255
610275,4272,4.52542372881356,169,-17,269,286
610278,2414,3.534407027818448,102,-16,264,280
610279,1794,3.158450704225352,106,-18,267,285
610285,1309,2.3375,99,-15,236,251
610287,2220,3.535031847133758,101,-13,234,247
610292,1566,3.3248407643312103,66,-18,85,103
610302,473,2.4507772020725387,42,-10,220,230
610312,5518,3.748641304347826,203,-18,256,274
610324,2731,3.975254730713246,116,-18,263,281
610326,1033,2.6085858585858586,81,5,240,235
610336,1,1.0,1,64,64,0
610340,105,3.3870967741935485,8,-9,80,89
610347,1090,3.9068100358422937,63,0,227,227
610362,667,2.390681003584229,52,-1,268,269
610373,1240,3.522727272727273,77,-18,253,271
610380,186,3.152542372881356,9,10,232,222
610385,1928,4.4837209302325585,74,-4,237,241
610391,2019,3.7113970588235294,88,-11,144,155
610392,10,1.25,2,14,28,14
610393,34,1.4166666666666667,5,-1,10,11
610398,1300,3.5714285714285716,71,-7,220,227
610400,773,3.4355555555555557,30,5,171,166
610402,210,2.3076923076923075,19,-16,121,137
610405,1346,3.5328083989501313,73,-10,241,251
610416,1507,2.881453154875717,110,-9,228,237
610423,297,2.3951612903225805,20,2,130,128
610428,340,2.4285714285714284,26,-10,241,251
610453,6457,5.013198757763975,216,-11,267,278
610455,2022,3.17425431711146,73,-17,145,162
610461,69,6.2727272727272725,4,2,32,30
610469,951,3.548507462686567,37,-18,39,57
610470,1136,4.130909090909091,47,-5,237,242
610494,85,2.4285714285714284,14,-9,34,43
610503,1256,2.9622641509433962,83,-10,239,249
610515,1150,1.8459069020866774,77,2,228,226
610517,497,2.3333333333333335,39,-18,228,246
610530,44,2.3157894736842106,5,4,182,178
610537,358,2.5942028985507246,40,-17,207,224
610545,1378,3.6167979002624673,86,0,257,257
610549,1239,3.812307692307692,50,-9,231,240
610553,287,2.2598425196850394,33,-10,207,217
610557,476,3.5522388059701493,33,-12,164,176
610569,1411,3.4839506172839507,107,-15,229,244
610573,82,2.2162162162162162,9,-15,57,72
610575,4884,3.812646370023419,163,-17,268,285
610577,2359,4.039383561643835,57,-17,175,192
610595,1165,2.3727087576374744,110,-8,247,255
610597,592,3.9731543624161074,32,2,223,221
610603,538,1.8487972508591066,50,-10,196,206
610606,65,2.2413793103448274,4,-16,3,19
610609,7,1.75,3,-18,3,21
610622,178,2.2531645569620253,22,-12,33,45
610637,1281,2.97215777262181,83,-18,260,278
610643,3168,3.4064516129032256,116,-18,269,287
610650,393,2.0793650793650795,71,-2,268,270
610672,1851,3.615234375,137,-18,269,287
610681,358,3.6161616161616164,16,18,197,179
610684,3064,4.243767313019391,158,-15,230,245
610687,3822,3.915983606557377,157,-10,256,266
610695,725,5.576923076923077,17,-11,10,21
610700,26,2.6,4,-9,123,132
610701,232,2.4166666666666665,13,-5,65,70
610718,18,2.25,2,2,4,2
610725,81,2.4545454545454546,9,2,219,217
610731,84,2.7096774193548385,8,3,95,92
610738,157,2.0933333333333333,11,-15,108,123
610739,332,3.0458715596330275,24,2,226,224
610740,5,2.5,1,-9,-9,0
610745,826,2.6389776357827475,69,-8,230,238
610746,3066,2.5873417721518988,119,-12,258,270
610749,1069,3.0630372492836675,84,0,227,227
610750,709,2.6754716981132076,46,-1,241,242
610751,10,2.5,1,26,26,0
610759,606,2.6696035242290748,37,8,219,211
610763,221,2.1666666666666665,34,-8,208,216
610771,1217,3.5377906976744184,50,-13,227,240
610774,36,1.6363636363636365,8,-15,44,59
610775,2823,4.459715639810427,77,-17,229,246
610776,106,2.864864864864865,4,-6,44,50
610778,899,3.2454873646209386,45,-13,47,60
610780,116,2.109090909090909,11,1,166,165
610783,4,1.0,1,17,17,0
610802,613,1.9584664536741214,50,-2,165,167
610804,162,2.9454545454545453,6,4,65,61
610814,72,2.3225806451612905,4,-5,59,64
