id_student,avg_score,max_score,min_score,total_assessments,avg_days_submitted,banked_count
571815,76.0,90.0,62.0,2,37.0,0
571818,86.75,94.0,80.0,4,101.0,0
571828,71.08333333333333,80.0,62.0,12,113.58333333333333,0
571831,70.41666666666667,86.0,53.0,12,161.0,0
571833,69.22222222222223,100.0,46.0,9,135.22222222222223,0
571844,70.57142857142857,82.0,24.0,14,123.35714285714286,4
571859,88.83333333333333,97.0,78.0,12,160.83333333333334,0
571862,88.33333333333333,95.0,76.0,12,105.33333333333333,0
571871,71.81818181818181,100.0,25.0,11,125.0,0
571880,72.81818181818181,100.0,55.0,11,108.0,0
571883,71.66666666666667,100.0,20.0,9,157.66666666666666,0
571885,82.375,100.0,58.0,8,104.0,0
571893,67.33333333333333,84.0,49.0,12,130.75,0
571897,66.7,100.0,20.0,10,102.3,0
571907,86.45454545454545,100.0,78.0,11,121.18181818181819,0
571921,90.0,100.0,67.0,16,129.5625,0
571926,89.83333333333333,98.0,84.0,12,108.5,0
571950,51.25,65.0,17.0,4,61.5,0
571951,82.57142857142857,96.0,64.0,7,126.14285714285714,0
571952,68.75,100.0,40.0,8,169.875,0
571954,75.0,100.0,57.0,11,109.27272727272727,0
571962,59.666666666666664,82.0,22.0,21,115.33333333333333,0
571963,85.0,95.0,79.0,4,91.0,0
571973,61.0,78.0,46.0,12,93.91666666666667,0
571992,55.5,79.0,30.0,4,63.5,0
572003,76.5,95.0,55.0,12,93.16666666666667,0
572011,77.23809523809524,100.0,20.0,21,129.8095238095238,0
572024,73.0,85.0,64.0,4,96.0,0
572032,54.8,80.0,1.0,5,100.4,0
572036,77.95238095238095,96.0,48.0,21,116.71428571428571,0
572047,59.166666666666664,82.0,19.0,12,125.41666666666667,0
572051,83.27272727272727,100.0,65.0,11,120.72727272727273,0
572053,88.41666666666667,100.0,75.0,12,101.75,0
572060,82.85714285714286,94.0,62.0,7,123.28571428571429,0
572067,86.45454545454545,100.0,70.0,11,119.45454545454545,0
572071,75.0,82.0,58.0,4,36.25,0
572074,70.63636363636364,93.0,51.0,11,102.36363636363636,0
572076,73.4,88.0,61.0,5,60.4,0
572080,74.0,74.0,74.0,1,33.0,0
572087,71.0,71.0,71.0,1,24.0,0
572098,78.22222222222223,98.0,58.0,9,132.77777777777777,0
572101,66.2,100.0,49.0,5,104.4,0
572103,81.0909090909091,100.0,51.0,11,122.0909090909091,0
572106,76.66666666666667,100.0,60.0,3,55.666666666666664,0
572116,67.2,83.0,55.0,5,60.6,0
572119,76.8,100.0,68.0,5,107.4,0
572124,86.91666666666667,99.0,70.0,12,111.58333333333333,0
572125,71.41666666666667,94.0,35.0,12,148.0,0
572128,66.0,66.0,66.0,1,18.0,0
572131,59.0,59.0,59.0,1,29.0,0
572143,63.0,63.0,63.0,1,23.0,0
572149,83.14285714285714,96.0,71.0,7,125.28571428571429,0
572154,72.42105263157895,95.0,33.0,19,101.78947368421052,0
572156,78.0,93.0,61.0,7,122.71428571428571,0
572163,72.0,100.0,55.0,5,76.4,0
572168,92.66666666666667,97.0,89.0,6,35.833333333333336,3
572179,86.0,86.0,86.0,1,17.0,0
572187,70.11111111111111,100.0,20.0,9,100.66666666666667,0
572199,76.0,76.0,76.0,1,33.0,0
572209,74.0,74.0,74.0,1,23.0,0
572213,81.4375,92.0,66.0,16,176.125,4
572231,64.53846153846153,93.0,21.0,13,113.07692307692308,0
572233,63.57142857142857,73.0,49.0,7,128.14285714285714,0
572241,64.66666666666667,70.0,59.0,3,58.666666666666664,0
572250,75.66666666666667,90.0,62.0,12,148.41666666666666,0
572265,52.5,73.0,28.0,6,47.833333333333336,0
572270,76.18181818181819,93.0,62.0,11,145.36363636363637,0
572274,84.25,92.0,74.0,12,95.33333333333333,0
572277,80.0,83.0,77.0,3,72.0,0
572279,51.0,64.0,31.0,3,74.33333333333333,0
572280,73.28571428571429,88.0,50.0,7,128.14285714285714,0
572281,75.57142857142857,95.0,48.0,7,116.28571428571429,0
572290,90.27272727272727,100.0,80.0,11,108.0,0
572302,75.0,100.0,50.0,6,74.66666666666667,0
572303,70.6923076923077,98.0,40.0,13,118.0,0
572304,66.33333333333333,76.0,61.0,3,41.666666666666664,0
572306,58.6,78.0,1.0,5,106.4,0
572335,82.5,100.0,65.0,2,79.0,0
572338,69.14285714285714,91.0,30.0,7,126.85714285714286,0
572339,85.0,92.0,78.0,2,26.0,0
572348,88.0,96.0,76.0,7,130.42857142857142,0
572367,68.33333333333333,78.0,57.0,12,161.83333333333334,0
572371,34.5,48.0,1.0,4,83.5,0
572382,44.642857142857146,80.0,10.0,14,122.78571428571429,0
572388,87.77777777777777,100.0,60.0,9,147.22222222222223,0
572395,76.71428571428571,100.0,64.0,7,82.71428571428571,0
572396,87.0,100.0,75.0,13,117.07692307692308,0
572397,83.58333333333333,100.0,50.0,12,114.33333333333333,0
572401,25.5,30.0,21.0,2,79.5,0
572410,81.16666666666667,94.0,66.0,12,154.66666666666666,0
572414,32.5,45.0,20.0,2,31.0,0
572416,64.27272727272727,100.0,20.0,11,118.81818181818181,0
572430,49.857142857142854,65.0,34.0,7,116.85714285714286,0
572431,81.21428571428571,100.0,4.0,14,120.35714285714286,0
572434,56.142857142857146,75.0,28.0,7,122.57142857142857,0
572436,90.36363636363636,100.0,80.0,11,120.9090909090909,0
572438,88.4,100.0,74.0,5,133.4,0
572447,84.85714285714286,100.0,65.0,7,95.42857142857143,0
572452,76.0,85.0,65.0,3,54.666666666666664,0
572457,82.42857142857143,95.0,50.0,7,126.42857142857143,0
572460,56.333333333333336,85.0,29.0,6,116.16666666666667,0
572471,85.22222222222223,100.0,60.0,9,156.77777777777777,0
572493,81.5,85.0,78.0,2,25.0,0
572495,80.75,100.0,59.0,4,61.0,0
572496,55.6,70.0,1.0,5,99.6,0
572504,83.45454545454545,100.0,60.0,11,124.27272727272727,0
572505,71.25,85.0,56.0,12,155.33333333333334,0
572508,81.63636363636364,100.0,59.0,11,120.9090909090909,0
572514,71.0,100.0,0.0,11,121.72727272727273,0
572515,91.5,94.0,87.0,4,96.0,0
572532,69.33333333333333,82.0,50.0,3,30.0,0
572537,96.44444444444444,100.0,91.0,9,128.11111111111111,0
572538,70.4,95.0,1.0,5,109.4,0
572554,69.0,76.0,62.0,2,32.0,0
572560,71.75,89.0,59.0,12,115.91666666666667,0
572567,57.5,78.0,38.0,4,83.75,0
572570,73.23076923076923,96.0,46.0,13,117.84615384615384,0
572584,74.53333333333333,92.0,42.0,15,101.26666666666667,0
572588,79.21428571428571,96.0,40.0,14,156.07142857142858,0
572589,68.14285714285714,86.0,44.0,7,86.57142857142857,0
572599,78.8,92.0,57.0,5,83.4,0
572602,90.0,96.0,87.0,4,92.0,0
572634,80.83333333333333,90.0,74.0,12,144.0,0
572648,68.28571428571429,87.0,52.0,7,131.85714285714286,0
572652,73.2,78.0,68.0,5,120.0,0
572663,75.0,100.0,55.0,7,177.42857142857142,0
572688,73.14285714285714,87.0,61.0,7,125.85714285714286,0
572697,80.14285714285714,98.0,62.0,7,127.71428571428571,0
572702,69.16666666666667,90.0,51.0,12,108.5,0
572714,86.11111111111111,100.0,70.0,9,147.33333333333334,0
572716,75.08333333333333,87.0,61.0,12,110.5,0
572718,74.25,100.0,57.0,12,156.41666666666666,0
572722,57.5,60.0,55.0,2,29.5,0
572730,60.57142857142857,73.0,46.0,7,127.28571428571429,0
572733,82.0,100.0,68.0,11,120.9090909090909,0
572735,83.33333333333333,96.0,67.0,12,127.91666666666667,0
572739,79.75,100.0,65.0,4,67.25,0
572746,79.66666666666667,100.0,61.0,3,40.0,0
572751,28.0,28.0,28.0,1,24.0,0
572752,84.0,100.0,69.0,11,117.9090909090909,0
572754,71.0,87.0,51.0,5,106.0,0
572765,62.0,100.0,20.0,11,120.63636363636364,0
572769,82.16666666666667,96.0,66.0,12,103.41666666666667,0
572774,75.71428571428571,93.0,51.0,7,126.71428571428571,0
572783,78.05555555555556,98.0,20.0,18,161.61111111111111,0
572804,52.0,58.0,46.0,4,20.75,2
572806,76.42857142857143,98.0,62.0,7,128.28571428571428,0
572816,33.0,33.0,33.0,1,21.0,0
572832,61.166666666666664,87.0,42.0,12,126.58333333333333,0
572845,89.75,99.0,78.0,12,130.41666666666666,0
572854,89.25,98.0,79.0,16,123.3125,0
572860,84.41666666666667,97.0,76.0,12,106.5,0
572870,90.25,99.0,78.0,12,85.75,0
572871,70.33333333333333,89.0,46.0,3,35.333333333333336,0
572874,83.4,100.0,59.0,15,125.06666666666666,0
572880,43.07692307692308,55.0,29.0,13,112.15384615384616,0
572891,66.46153846153847,93.0,41.0,13,117.07692307692308,0
572898,88.2,100.0,79.0,10,118.0,0
572909,48.0,48.0,48.0,1,28.0,0
572918,68.5,100.0,20.0,6,79.5,0
572919,69.66666666666667,85.0,46.0,3,111.33333333333333,0
572924,81.57142857142857,92.0,70.0,7,123.85714285714286,0
572937,52.333333333333336,74.0,22.0,3,53.0,0
572944,40.0,54.0,26.0,2,78.5,0
572949,71.0,79.0,61.0,3,57.666666666666664,0
572976,58.166666666666664,73.0,43.0,6,118.16666666666667,0
573007,86.0,95.0,72.0,6,89.66666666666667,0
573043,80.0,100.0,63.0,11,120.81818181818181,0
573054,89.44444444444444,100.0,60.0,9,152.77777777777777,0
573063,78.9090909090909,100.0,60.0,11,120.45454545454545,0
573093,77.15384615384616,98.0,22.0,13,102.38461538461539,0
573108,78.75,88.0,60.0,4,47.5,0
573126,64.14285714285714,79.0,50.0,7,122.14285714285714,0
573130,52.4,69.0,1.0,5,103.0,0
573131,65.2,100.0,45.0,5,105.2,0
573134,74.375,100.0,45.0,8,150.75,0
573150,0.0,0.0,0.0,4,81.5,0
573152,74.0909090909091,94.0,31.0,11,135.27272727272728,0
573153,61.166666666666664,93.0,6.0,6,72.33333333333333,0
573159,85.6,100.0,61.0,5,48.4,0
573166,77.3125,95.0,48.0,16,117.875,0
573173,78.58333333333333,98.0,46.0,12,112.58333333333333,0
573197,39.0,48.0,30.0,2,36.5,0
573199,61.0,66.0,56.0,2,34.5,0
573200,87.25,95.0,81.0,4,97.25,0
573208,66.8,73.0,58.0,5,109.8,0
573214,82.25,90.0,72.0,4,92.75,0
573217,79.0,100.0,67.0,3,40.0,0
573224,88.75,99.0,79.0,12,129.33333333333334,0
573225,66.36363636363636,100.0,40.0,11,122.63636363636364,0
573235,85.0,85.0,85.0,2,11.5,1
573245,66.0,78.0,54.0,2,32.0,0
573252,1.0,1.0,1.0,1,18.0,0
573280,77.0,88.0,66.0,2,32.0,0
573291,70.0,81.0,62.0,8,23.75,4
573292,81.0,89.0,75.0,4,94.25,0
573294,85.0,100.0,55.0,9,164.55555555555554,0
573297,61.0,100.0,1.0,5,106.2,0
573317,70.0,70.0,70.0,1,18.0,0
573320,66.66666666666667,100.0,20.0,6,227.0,0
573323,89.7,100.0,80.0,10,111.2,0
573328,65.85714285714286,85.0,44.0,7,115.14285714285714,0
573331,90.0,100.0,65.0,8,151.875,0
573336,89.75,97.0,84.0,4,94.75,0
573377,62.75,89.0,26.0,12,112.5,0
573411,86.81818181818181,100.0,60.0,11,120.45454545454545,0
573433,72.0,100.0,40.0,10,115.1,0
573434,70.83333333333333,87.0,53.0,12,150.41666666666666,0
573440,74.16666666666667,94.0,42.0,12,110.5,0
573441,70.33333333333333,100.0,55.0,3,43.333333333333336,0
573453,71.3,100.0,40.0,10,117.6,0
573460,70.0,100.0,50.0,7,161.71428571428572,0
573462,55.5,78.0,32.0,4,101.0,0
573464,87.75,100.0,71.0,8,132.875,0
573467,75.08333333333333,95.0,58.0,12,108.08333333333333,0
573473,45.8,80.0,18.0,10,92.1,0
573481,67.0,67.0,67.0,1,21.0,0
573487,55.0,55.0,55.0,1,20.0,0
573488,45.0,60.0,40.0,11,110.63636363636364,0
573496,82.9,100.0,15.0,10,108.7,0
573503,98.0,98.0,98.0,1,31.0,0
573519,90.45454545454545,100.0,71.0,11,121.0909090909091,0
573534,44.25,72.0,1.0,4,84.75,0
573549,77.33333333333333,96.0,61.0,12,115.25,0
573550,67.66666666666667,84.0,47.0,3,99.0,0
573554,56.25,100.0,20.0,8,164.625,0
573558,64.23076923076923,93.0,28.0,13,117.0,0
573578,83.18181818181819,100.0,40.0,11,121.27272727272727,0
573583,75.83333333333333,96.0,24.0,12,146.16666666666666,0
573593,74.75,91.0,65.0,4,96.0,0
573602,61.833333333333336,82.0,38.0,6,113.5,0
573639,82.66666666666667,97.0,70.0,12,110.58333333333333,0
573646,76.28571428571429,87.0,64.0,7,22.714285714285715,4
573654,79.9090909090909,100.0,60.0,11,121.81818181818181,0
573662,61.0,85.0,36.0,7,72.14285714285714,0
573666,66.88888888888889,80.0,48.0,9,167.22222222222223,0
573674,66.0,82.0,50.0,2,36.0,0
573678,56.0,78.0,32.0,12,147.58333333333334,0
573689,64.4,88.0,41.0,5,142.2,0
573694,78.5,80.0,77.0,2,36.0,0
573696,66.0,70.0,60.0,3,26.666666666666668,0
573697,85.66666666666667,90.0,81.0,6,16.833333333333332,3
573701,50.0,50.0,50.0,1,51.0,0
573704,62.583333333333336,83.0,40.0,12,146.83333333333334,0
573712,62.0,62.0,62.0,1,28.0,0
573713,61.4,87.0,1.0,5,103.8,0
573742,69.18181818181819,93.0,51.0,11,108.81818181818181,0
573766,50.333333333333336,60.0,30.0,12,126.0,0
573777,89.0909090909091,100.0,78.0,11,121.81818181818181,0
573780,65.57142857142857,88.0,23.0,7,133.0,0
573790,75.0909090909091,100.0,60.0,11,121.54545454545455,0
573806,85.54545454545455,100.0,70.0,11,109.0909090909091,0
573821,83.18181818181819,100.0,60.0,11,120.45454545454545,0
573824,87.25,100.0,73.0,4,48.0,0
573831,64.44444444444444,100.0,20.0,9,109.22222222222223,0
573834,76.33333333333333,100.0,60.0,3,81.66666666666667,0
573845,61.5,76.0,32.0,6,116.16666666666667,0
573851,79.8,100.0,57.0,10,105.2,0
573853,69.54545454545455,100.0,37.0,11,109.36363636363636,0
573858,72.8,84.0,42.0,5,139.8,0
573860,49.0,64.0,34.0,2,33.0,0
573864,61.166666666666664,86.0,22.0,12,109.25,0
573893,76.27272727272727,100.0,55.0,11,122.27272727272727,0
573900,83.66666666666667,93.0,73.0,12,129.41666666666666,0
573901,46.25,76.0,14.0,4,91.0,0
573920,70.5,90.0,22.0,6,72.66666666666667,0
573924,90.6,100.0,78.0,5,140.2,0
573934,72.4,100.0,63.0,5,94.4,0
573951,81.83333333333333,92.0,70.0,12,110.16666666666667,0
573969,74.28571428571429,89.0,52.0,7,117.85714285714286,0
573986,71.0,100.0,40.0,11,120.9090909090909,0
574002,54.25,80.0,11.0,8,103.75,0
574028,77.33333333333333,88.0,70.0,12,121.83333333333333,0
574031,75.6,100.0,55.0,5,105.0,0
574035,89.14285714285714,97.0,71.0,7,127.85714285714286,0
574038,81.5,93.0,61.0,4,95.5,0
574051,52.666666666666664,65.0,33.0,3,38.333333333333336,0
574056,68.75,93.0,47.0,12,130.83333333333334,0
574063,82.4,100.0,77.0,5,99.8,0
574065,92.0,100.0,83.0,11,121.18181818181819,0
574070,87.83333333333333,97.0,73.0,12,124.33333333333333,0
574078,71.58333333333333,90.0,56.0,12,134.91666666666666,0
574088,59.142857142857146,73.0,44.0,7,127.85714285714286,0
574098,63.857142857142854,82.0,44.0,7,126.28571428571429,0
574099,62.5,84.0,8.0,4,73.75,0
574125,87.72727272727273,100.0,75.0,11,120.72727272727273,0
574190,62.25,72.0,38.0,4,70.25,0
574194,82.8,100.0,71.0,10,116.2,0
574207,77.33333333333333,94.0,54.0,12,118.58333333333333,0
574212,87.27272727272727,100.0,77.0,11,121.27272727272727,0
574221,95.44444444444444,100.0,84.0,9,127.66666666666667,0
574238,86.85714285714286,100.0,78.0,7,127.42857142857143,0
574244,62.0,86.0,1.0,4,79.5,0
574245,82.28571428571429,84.0,78.0,7,55.857142857142854,0
574250,58.18181818181818,67.0,20.0,11,121.18181818181819,0
574253,58.8,77.0,1.0,5,104.4,0
574259,71.61538461538461,93.0,40.0,13,121.46153846153847,0
574282,96.0,96.0,96.0,1,15.0,0
574283,77.0,94.0,38.0,16,90.9375,0
574310,88.35714285714286,100.0,67.0,14,123.64285714285714,0
574315,95.5,100.0,90.0,12,107.41666666666667,0
574320,96.0,100.0,86.0,11,122.0,0
574325,62.666666666666664,100.0,26.0,9,134.11111111111111,0
574330,69.25,76.0,57.0,4,70.0,0
574347,67.0,80.0,53.0,5,100.8,0
574348,86.9,100.0,62.0,10,113.7,0
574351,84.5,100.0,40.0,6,134.83333333333334,0
574382,46.0,46.0,46.0,1,54.0,0
574418,92.5,100.0,76.0,12,95.41666666666667,0
574431,55.285714285714285,85.0,27.0,7,117.0,0
574446,92.66666666666667,100.0,80.0,12,113.66666666666667,0
574470,79.5,92.0,66.0,4,24.5,0
574498,81.85714285714286,87.0,62.0,7,126.85714285714286,0
574505,42.0,52.0,35.0,5,113.6,0
574507,73.0,94.0,44.0,6,75.83333333333333,0
574508,76.0,87.0,56.0,5,76.8,0
574512,77.14285714285714,100.0,1.0,14,160.07142857142858,0
574523,67.16666666666667,97.0,10.0,6,68.16666666666667,0
574527,58.166666666666664,76.0,48.0,12,165.0,0
574529,43.8,65.0,29.0,5,61.0,0
574534,82.16666666666667,100.0,71.0,12,95.33333333333333,0
574549,81.54545454545455,100.0,67.0,11,121.18181818181819,0
574551,81.9375,97.0,27.0,16,106.5,0
574569,72.27272727272727,100.0,58.0,11,109.36363636363636,0
574570,78.08333333333333,97.0,53.0,12,144.91666666666666,0
574586,83.42857142857143,96.0,65.0,7,72.42857142857143,0
574590,76.375,100.0,48.0,16,127.25,0
574605,76.0,76.0,76.0,1,23.0,0
574606,86.0,100.0,80.0,4,108.5,0
574608,92.75,94.0,92.0,4,93.75,0
574612,52.285714285714285,75.0,31.0,7,116.28571428571429,0
574623,43.714285714285715,60.0,32.0,7,128.85714285714286,0
574627,39.0,39.0,39.0,1,24.0,0
574637,82.1,95.0,67.0,10,112.7,0
574642,56.0,58.0,54.0,2,139.0,0
574648,87.27272727272727,100.0,63.0,11,118.0909090909091,0
574663,82.0,82.0,82.0,1,30.0,0
574664,78.0,82.0,74.0,2,11.0,0
574671,78.83333333333333,100.0,64.0,12,151.33333333333334,0
574681,74.66666666666667,88.0,62.0,12,133.66666666666666,0
574683,84.0,84.0,84.0,1,11.0,0
574695,62.0,62.0,62.0,1,24.0,0
574705,92.375,100.0,80.0,16,127.625,0
574708,71.11111111111111,100.0,40.0,9,114.55555555555556,0
574720,66.83333333333333,95.0,37.0,12,127.75,0
574722,88.83333333333333,98.0,82.0,12,164.0,0
574732,77.16666666666667,91.0,70.0,12,169.75,0
574735,55.083333333333336,78.0,14.0,12,143.0,0
574743,36.857142857142854,58.0,12.0,7,127.85714285714286,0
574766,77.14285714285714,100.0,62.0,7,82.57142857142857,0
574810,64.0,64.0,64.0,1,24.0,0
574815,68.5,78.0,50.0,8,53.0,4
574817,87.85714285714286,100.0,60.0,7,145.85714285714286,0
574819,53.857142857142854,68.0,40.0,7,128.57142857142858,0
574830,85.4,96.0,50.0,5,79.8,0
574841,60.4,81.0,1.0,5,110.0,0
574842,78.71428571428571,92.0,56.0,7,126.71428571428571,0
574843,58.6,70.0,43.0,5,76.4,0
574845,87.25,98.0,76.0,12,138.41666666666666,0
574849,54.8,69.0,1.0,5,109.2,0
574856,46.0,58.0,34.0,2,36.0,0
574857,86.66666666666667,100.0,70.0,9,144.88888888888889,0
574865,71.2,92.0,1.0,5,103.4,0
574866,76.0,86.0,60.0,4,45.0,0
574873,80.28571428571429,92.0,50.0,7,125.71428571428571,0
574874,87.08333333333333,98.0,82.0,12,103.33333333333333,0
574895,91.14285714285714,99.0,82.0,7,124.85714285714286,0
574909,98.28571428571429,100.0,94.0,7,115.42857142857143,0
574919,87.0,96.0,84.0,4,22.75,0
574928,73.6875,87.0,48.0,16,124.0,0
574935,73.0,73.0,73.0,1,11.0,0
574938,87.28571428571429,96.0,70.0,7,125.14285714285714,0
574944,84.0,100.0,74.0,3,33.0,0
574948,86.66666666666667,100.0,45.0,9,156.0,0
574955,88.0,88.0,88.0,1,24.0,0
574957,67.5,75.0,60.0,2,92.0,0
574960,91.0,100.0,69.0,9,150.33333333333334,0
574973,76.72727272727273,100.0,60.0,11,117.63636363636364,0
574983,48.5,70.0,30.0,4,97.0,0
574988,90.44444444444444,100.0,60.0,9,143.88888888888889,0
575000,55.0,55.0,55.0,1,45.0,0
575003,68.0,74.0,62.0,2,31.0,0
575009,68.85714285714286,86.0,40.0,7,113.85714285714286,0
575018,81.63636363636364,100.0,69.0,11,120.72727272727273,0
575039,62.705882352941174,94.0,21.0,17,129.41176470588235,0
575047,57.8,87.0,23.0,10,90.8,0
575061,68.66666666666667,100.0,0.0,9,197.77777777777777,0
575066,72.25,82.0,67.0,4,109.5,0
575069,70.25,88.0,47.0,12,140.41666666666666,0
575080,60.0,60.0,60.0,1,58.0,0
575089,65.6,100.0,35.0,5,88.8,0
575100,42.666666666666664,62.0,20.0,9,106.55555555555556,0
575112,83.58333333333333,93.0,68.0,12,127.41666666666667,0
575124,83.0,100.0,60.0,11,118.81818181818181,0
575136,74.88888888888889,100.0,35.0,9,162.0,0
575162,59.2,80.0,10.0,5,79.8,0
575166,75.9,92.0,65.0,10,91.8,0
575186,71.41666666666667,86.0,54.0,12,122.0,0
575192,58.142857142857146,67.0,49.0,7,128.0,0
575199,65.25,80.0,40.0,8,157.625,0
575200,60.0,70.0,50.0,2,30.5,0
575213,45.5,59.0,32.0,2,37.0,0
575214,80.0,100.0,60.0,8,146.75,0
575217,84.11111111111111,100.0,54.0,9,169.77777777777777,0
575241,84.0,94.0,70.0,4,93.75,0
575251,52.333333333333336,60.0,40.0,3,50.0,0
575258,74.71428571428571,89.0,41.0,7,129.71428571428572,0
575265,76.92307692307692,97.0,46.0,13,114.6923076923077,0
575281,63.77777777777778,100.0,43.0,9,101.77777777777777,0
575282,52.2,86.0,20.0,5,96.4,0
575287,60.0,60.0,60.0,1,20.0,0
575290,83.4,100.0,40.0,10,104.2,0
575302,89.5,98.0,79.0,12,114.66666666666667,0
575318,65.0,65.0,65.0,1,52.0,0
575324,85.0,100.0,70.0,2,123.0,0
575336,81.75,89.0,72.0,4,98.25,0
575343,82.0,82.0,82.0,1,32.0,0
575355,74.71428571428571,100.0,48.0,7,131.85714285714286,0
575365,52.0,52.0,52.0,1,25.0,0
575372,74.08333333333333,97.0,59.0,12,127.25,0
575376,89.28571428571429,95.0,83.0,7,127.85714285714286,0
575380,81.57142857142857,98.0,60.0,7,116.28571428571429,0
575385,86.2,96.0,77.0,5,106.2,0
575387,78.9090909090909,100.0,59.0,11,113.63636363636364,0
575398,49.72727272727273,95.0,17.0,11,95.27272727272727,0
575401,84.5,93.0,72.0,4,96.5,0
575404,55.5,100.0,30.0,4,99.0,0
575411,93.0,99.0,77.0,4,98.0,0
575419,48.0,75.0,0.0,4,64.5,0
575431,84.57142857142857,92.0,69.0,7,124.28571428571429,0
575454,52.5,54.0,51.0,2,156.0,0
575459,66.0,70.0,62.0,2,33.0,0
575473,63.5,95.0,0.0,4,92.0,0
575476,72.0,72.0,72.0,1,18.0,0
575488,48.42857142857143,80.0,12.0,7,169.0,0
575493,73.33333333333333,93.0,20.0,6,99.5,0
575512,73.75,96.0,50.0,12,131.25,0
575520,100.0,100.0,100.0,5,133.8,0
575545,82.0,90.0,76.0,4,60.5,0
575553,79.0,93.0,52.0,4,94.75,0
575554,60.5,80.0,40.0,6,148.66666666666666,0
575559,82.22222222222223,100.0,60.0,9,163.66666666666666,0
575560,82.36363636363636,100.0,70.0,11,118.45454545454545,0
575601,75.0,75.0,75.0,1,33.0,0
575602,66.0,80.0,48.0,11,109.9090909090909,0
575603,81.0,91.0,73.0,7,123.0,0
575623,95.0,100.0,92.0,4,100.0,0
575630,63.2,100.0,40.0,5,109.6,0
575678,73.75,88.0,64.0,12,153.83333333333334,0
575680,79.81818181818181,100.0,50.0,11,108.63636363636364,0
575681,89.9090909090909,100.0,77.0,11,119.72727272727273,0
575685,38.333333333333336,58.0,23.0,3,69.33333333333333,0
575693,77.0,77.0,77.0,1,56.0,0
575703,82.0,87.0,80.0,4,95.25,0
575709,73.71428571428571,100.0,40.0,7,143.57142857142858,0
575710,58.0,58.0,58.0,1,20.0,0
575720,91.11111111111111,100.0,80.0,9,145.33333333333334,0
575733,71.53846153846153,92.0,30.0,13,119.0,0
575745,77.0,97.0,65.0,13,119.6923076923077,0
575762,69.75,79.0,57.0,4,96.75,0
575763,75.625,93.0,32.0,8,77.875,0
575764,90.75,97.0,74.0,4,95.5,0
575766,67.25,85.0,37.0,16,130.125,0
575777,76.0,90.0,59.0,4,93.5,0
575792,61.714285714285715,77.0,44.0,7,121.85714285714286,0
575797,79.58333333333333,94.0,43.0,12,138.08333333333334,0
575798,81.125,100.0,4.0,16,131.625,0
575811,57.6,66.0,39.0,5,91.8,0
575822,79.0,79.0,79.0,1,27.0,0
575824,80.33333333333333,88.0,70.0,9,126.33333333333333,0
575855,58.57142857142857,82.0,44.0,7,116.28571428571429,0
575875,81.0,82.0,80.0,2,32.0,0
575927,87.0,87.0,87.0,1,17.0,0
575929,64.88888888888889,100.0,40.0,9,118.77777777777777,0
575930,84.4,100.0,60.0,10,117.3,0
575941,62.0,62.0,62.0,1,12.0,0
575956,81.41666666666667,92.0,59.0,12,155.25,0
575962,55.5,62.0,49.0,2,42.0,0
575967,85.71428571428571,100.0,48.0,7,129.57142857142858,0
575980,72.0,72.0,72.0,1,8.0,0
575982,86.5,100.0,78.0,6,75.33333333333333,0
575984,78.75,100.0,35.0,8,176.25,0
575990,46.0,46.0,46.0,1,12.0,0
576036,84.75,96.0,72.0,4,96.0,0
576041,74.71428571428571,89.0,28.0,7,127.0,0
576083,77.14285714285714,93.0,31.0,7,127.85714285714286,0
576097,82.58333333333333,98.0,64.0,12,118.08333333333333,0
576107,65.18181818181819,86.0,28.0,11,153.36363636363637,0
576131,51.0,57.0,45.0,2,42.5,0
576143,51.42857142857143,80.0,15.0,7,181.42857142857142,0
576158,79.7,100.0,60.0,10,122.5,0
576159,89.0,94.0,79.0,12,159.91666666666666,0
576191,79.16666666666667,93.0,50.0,6,72.16666666666667,0
576203,100.0,100.0,100.0,1,18.0,0
576205,82.16666666666667,93.0,73.0,12,124.41666666666667,0
576226,70.75,80.0,63.0,4,53.75,0
576229,67.75,90.0,39.0,12,143.16666666666666,0
576233,67.93333333333334,94.0,22.0,15,134.8,0
576251,93.625,100.0,81.0,16,131.5,0
576262,85.0,100.0,75.0,3,74.0,0
576268,62.4,100.0,50.0,5,108.2,0
576281,80.0,84.0,76.0,2,18.0,0
576292,50.0,50.0,50.0,1,43.0,0
576306,80.71428571428571,96.0,55.0,7,116.0,0
576314,67.2,81.0,40.0,5,106.6,0
576368,47.0,65.0,30.0,7,128.57142857142858,0
576371,89.85714285714286,100.0,80.0,7,171.57142857142858,0
576375,85.54545454545455,100.0,68.0,11,106.0,0
576383,92.625,100.0,82.0,16,126.0,0
576390,66.0,66.0,66.0,1,26.0,0
576399,79.33333333333333,96.0,64.0,12,102.08333333333333,0
576405,93.5,98.0,90.0,4,99.25,0
576413,91.6923076923077,100.0,80.0,13,133.53846153846155,0
576423,48.6,80.0,22.0,5,93.0,0
576425,59.285714285714285,80.0,50.0,7,161.28571428571428,0
576431,76.16666666666667,87.0,64.0,12,168.75,0
576433,94.38095238095238,100.0,81.0,21,128.66666666666666,0
576439,88.84615384615384,100.0,74.0,13,123.38461538461539,0
576445,75.77777777777777,100.0,50.0,9,160.11111111111111,0
576453,90.875,100.0,77.0,16,126.0,0
576455,72.5,100.0,45.0,2,84.5,0
576466,65.0,65.0,65.0,1,13.0,0
