code_module,code_presentation,id_student,gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
CCC,2014J,632709,1,2,75.0,0,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,632756,0,3,15.0,1,0,60,0,2,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,632866,1,1,65.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,632904,0,3,45.0,0,1,60,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,632929,0,2,35.0,0,0,60,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,632942,1,1,85.0,1,0,120,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,633008,0,4,85.0,1,0,30,0,2,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,633047,0,2,35.0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,633069,0,2,75.0,1,0,30,0,2,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,633157,0,2,85.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,633179,0,3,45.0,1,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,633198,1,1,25.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,633205,0,2,95.0,0,0,180,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,633238,1,1,75.0,0,0,90,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,633303,0,4,65.0,1,0,60,0,2,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,633328,1,4,25.0,1,0,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,633334,0,1,25.0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,633504,0,2,55.0,0,0,120,0,2,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,633511,0,2,55.0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,633544,0,1,25.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,633618,0,2,45.0,0,0,90,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,633634,0,2,15.0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,633647,0,2,55.0,1,0,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,633655,0,2,85.0,1,0,60,0,2,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,633746,0,2,45.0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,633756,0,1,55.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,633914,1,2,55.0,0,0,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,633960,0,4,15.0,1,0,60,0,2,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,633990,0,2,5.0,0,0,30,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,634111,0,3,65.0,0,0,90,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,634119,1,2,45.0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,634193,0,1,25.0,0,0,30,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,634200,0,3,65.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,634309,0,2,5.0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,634351,0,2,95.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,634365,1,3,75.0,1,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,634420,1,1,5.0,0,0,30,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
CCC,2014J,634536,0,3,95.0,0,0,120,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,634552,0,2,85.0,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,634600,0,1,5.0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,634648,0,2,25.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,634655,0,3,45.0,1,1,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,634721,0,2,75.0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,634776,0,2,75.0,0,0,90,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,634817,0,1,85.0,0,1,60,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,634824,0,2,95.0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,634853,0,4,5.0,0,1,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CCC,2014J,635410,0,2,45.0,0,0,150,1,-1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,635573,0,2,55.0,0,0,30,0,2,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,635711,0,3,95.0,1,0,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,635802,1,2,95.0,0,0,90,0,2,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,636000,0,2,15.0,0,0,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,636124,0,4,65.0,1,0,60,0,2,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,636243,1,2,25.0,0,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,636364,0,1,25.0,0,0,90,0,2,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,636387,1,2,15.0,0,0,120,0,2,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,636420,0,1,15.0,0,0,120,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,636422,0,3,75.0,0,0,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,636443,0,2,65.0,0,0,90,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,636628,0,2,35.0,0,0,120,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,636716,0,2,65.0,0,0,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,636732,1,2,35.0,0,0,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,636743,0,2,35.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,636783,0,3,45.0,0,0,150,0,2,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,636996,0,2,65.0,0,0,90,1,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,637070,0,3,35.0,0,0,60,1,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,637086,1,2,35.0,0,0,90,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,637089,0,2,75.0,0,0,180,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,637325,0,3,55.0,1,0,90,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,637691,0,2,95.0,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,637708,0,3,85.0,0,0,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,637754,0,2,15.0,1,0,120,1,2,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,637939,0,2,5.0,0,0,150,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,638018,0,2,35.0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,638040,0,4,55.0,0,0,120,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,638243,0,2,5.0,0,0,120,1,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,638254,1,2,45.0,0,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,638426,0,3,35.0,2,0,210,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,638504,1,2,85.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,638771,0,2,15.0,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,639012,1,2,85.0,0,0,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,639176,1,2,25.0,0,0,210,1,-1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,639232,0,2,15.0,1,0,120,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,640109,0,0,15.0,1,0,90,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,640443,0,2,45.0,0,0,120,1,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,640662,1,3,45.0,1,0,90,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,640773,0,1,15.0,0,0,150,1,1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,641347,0,2,35.0,0,0,60,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,641363,0,2,75.0,0,0,120,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,641684,0,1,35.0,0,0,120,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,641696,0,1,15.0,0,0,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,641804,0,2,55.0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,642066,0,2,25.0,0,0,90,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,642261,0,2,45.0,0,0,30,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,642291,1,1,15.0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,642591,0,1,75.0,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,642627,0,2,65.0,0,0,90,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,642744,0,2,55.0,0,0,150,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,642790,0,1,15.0,1,0,150,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,642817,1,2,95.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,642838,1,2,15.0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,642839,1,1,5.0,0,0,150,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,642850,0,2,55.0,0,0,60,0,2,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,642902,1,2,15.0,0,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,643114,0,1,25.0,0,0,150,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,643199,0,3,75.0,1,0,120,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,643200,0,1,25.0,0,0,90,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,643269,1,3,65.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,643278,1,2,95.0,1,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,643309,0,2,45.0,1,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,643357,1,2,25.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,643403,0,3,65.0,0,0,60,0,2,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,643404,1,3,45.0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,643416,0,2,35.0,0,0,90,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,643434,0,3,5.0,1,0,60,1,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,643457,0,1,85.0,2,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,643514,0,2,75.0,1,0,90,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,643568,0,2,5.0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,643690,0,1,45.0,0,0,180,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,643757,0,3,5.0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,643758,0,2,35.0,0,0,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,643770,0,3,25.0,0,0,90,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,644093,0,3,75.0,0,0,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,644242,0,2,5.0,0,0,120,0,2,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,644246,0,2,35.0,0,0,60,0,2,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,644369,0,1,75.0,0,0,150,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,644416,1,2,45.0,0,0,90,0,2,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,644453,1,2,25.0,1,0,90,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,644480,1,2,5.0,0,0,120,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,644516,0,1,15.0,1,0,120,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,644828,0,3,95.0,0,0,180,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,644848,0,1,35.0,0,0,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,644905,0,3,45.0,0,0,120,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,644951,0,2,45.0,0,0,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,644974,0,2,85.0,1,0,120,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,645124,1,4,15.0,1,0,30,0,2,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,645144,0,3,85.0,1,0,60,0,2,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,645160,1,2,25.0,0,0,150,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,645174,0,2,95.0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,645216,0,2,5.0,0,0,120,0,2,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,645219,0,1,95.0,0,0,120,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,645334,1,3,65.0,1,0,60,0,2,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,645353,0,1,5.0,0,0,210,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,645369,1,2,5.0,0,0,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,645481,0,1,15.0,0,0,60,1,-1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,645586,0,3,15.0,0,0,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,645590,0,3,55.0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,645698,0,1,55.0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,645710,0,3,45.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,645770,0,2,75.0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,645792,0,1,75.0,0,0,110,0,2,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,645835,0,2,65.0,0,0,120,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,645847,0,3,65.0,1,0,90,0,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,645867,0,3,75.0,0,0,120,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,645939,0,2,45.0,0,0,120,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,645948,0,1,25.0,0,0,90,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,646071,0,4,85.0,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,646077,0,2,5.0,0,0,120,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,646173,0,3,35.0,1,0,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,646351,1,2,45.0,1,0,90,0,2,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,646359,0,2,35.0,0,0,150,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,646363,0,3,65.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,646406,0,2,65.0,0,0,60,0,2,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,646413,1,1,35.0,0,0,120,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,646459,0,3,15.0,0,0,150,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,646481,0,2,85.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,646502,0,2,35.0,0,0,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,646547,0,1,5.0,0,0,90,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,646553,0,3,65.0,0,0,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,646589,0,2,15.0,0,0,120,1,1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,646628,1,1,75.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,646689,0,2,55.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,646739,0,2,75.0,0,0,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,646747,1,2,55.0,0,0,60,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,646751,1,2,35.0,0,0,30,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,646841,0,1,5.0,0,0,60,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,646938,0,2,25.0,1,0,120,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,646998,0,2,95.0,0,0,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,647083,0,2,15.0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,647148,0,2,45.0,0,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,647184,0,1,15.0,0,0,120,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,647195,1,2,85.0,0,0,120,0,2,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,647391,1,3,5.0,0,0,150,0,-1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,647406,0,2,5.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,647417,0,2,15.0,0,0,120,1,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,647464,0,2,15.0,0,0,120,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,647479,1,2,35.0,1,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,647518,0,2,15.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,647593,0,2,65.0,0,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,647645,0,2,85.0,0,0,90,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,647684,0,4,15.0,0,0,30,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,647735,1,2,15.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,647763,1,1,85.0,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,647865,0,2,35.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,647869,0,2,65.0,0,0,120,1,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,647887,1,0,5.0,0,0,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,647888,0,2,85.0,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,647947,0,1,45.0,0,0,210,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,648085,1,2,35.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,648140,0,2,85.0,0,0,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,648161,1,4,95.0,1,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648250,1,3,55.0,0,0,90,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,648285,0,2,45.0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648314,0,1,45.0,0,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,648321,1,2,25.0,0,0,90,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648354,1,2,25.0,1,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,648363,0,1,25.0,1,0,60,0,2,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,648369,0,3,45.0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,648419,1,2,15.0,0,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,648448,0,2,5.0,0,0,90,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,648477,0,1,5.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,648521,1,2,35.0,0,0,90,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,648536,0,2,85.0,0,0,120,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648590,0,2,95.0,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,648605,0,2,75.0,0,0,120,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648606,1,1,25.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648625,1,2,45.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648649,1,1,55.0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648654,0,1,55.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,648781,0,2,95.0,0,0,60,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,648818,1,4,5.0,0,0,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648819,0,2,5.0,0,0,120,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,648833,0,1,45.0,0,0,210,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,648854,0,1,35.0,0,0,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,648868,0,2,65.0,0,0,210,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,648872,1,1,15.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,648959,0,1,85.0,0,0,210,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCC,2014J,649001,0,1,25.0,1,0,60,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,649105,1,2,65.0,1,0,180,0,2,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,649129,0,2,85.0,0,0,60,0,2,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,649141,0,2,75.0,1,0,90,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
CCC,2014J,649215,0,1,25.0,0,0,90,0,-1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,649248,1,1,55.0,0,0,90,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,649343,0,2,55.0,0,0,90,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,649394,0,2,35.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
CCC,2014J,649413,0,2,5.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,649523,0,1,5.0,0,0,120,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,649592,0,2,75.0,0,0,60,0,2,0,1,0,0,0,0,0,0,0,0,0,0
CCC,2014J,649604,1,0,5.0,0,0,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CCC,2014J,649607,1,2,45.0,0,0,90,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,649701,0,1,25.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,649761,0,2,15.0,1,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCC,2014J,649780,0,2,65.0,0,0,90,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
CCC,2014J,649816,0,4,95.0,1,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,649840,0,1,45.0,0,0,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,649856,1,2,55.0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,649868,0,2,45.0,0,0,90,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,650070,0,2,75.0,0,0,90,1,-1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,650074,0,2,55.0,0,0,120,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,650085,0,2,85.0,0,0,90,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,650099,0,3,45.0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CCC,2014J,650105,0,1,75.0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,650133,1,2,75.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,650145,0,1,25.0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCC,2014J,650163,1,2,45.0,0,0,60,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
CCC,2014J,650271,0,3,15.0,1,0,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCC,2014J,650341,1,2,35.0,0,0,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCC,2014J,650370,1,3,15.0,0,0,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CCC,2014J,650414,0,2,15.0,0,0,120,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
